budget_usd,channel,industry,audience_size,duration_days,country,predicted_roi
2653.04,google,services,37774,52,LB,1.5058
15638.68,tiktok,ecommerce,201862,53,AE,4.0612
18776.38,instagram,retail,6366,32,EG,1.9763
14594.66,tiktok,ecommerce,409440,53,AE,3.3969
8880.33,instagram,ecommerce,62362,29,JO,2.2689
17545.89,google,fnb,411251,7,JO,2.6814
10596.41,facebook,fnb,78848,14,JO,2.0861
14920.94,facebook,fnb,8669,18,EG,1.7528
16428.07,google,services,439585,24,EG,2.5209
15012.12,instagram,ecommerce,219967,56,SA,3.3301
5828.31,tiktok,services,213065,21,JO,2.0847
2445.09,tiktok,services,323721,37,LB,1.9682
4842.94,tiktok,services,138190,18,EG,2.3266
10107.21,google,retail,345707,39,LB,1.9738
10155.01,instagram,services,215108,35,AE,3.3594
11694.62,google,retail,137057,11,AE,2.3515
7962.53,instagram,ecommerce,198025,29,EG,2.2363
15759.14,instagram,ecommerce,4065,9,EG,2.5296
18271.76,tiktok,services,151429,53,LB,2.1863
5009.83,x,fnb,296132,43,EG,2.0514
14756.81,instagram,services,69811,56,AE,2.4823
13591.64,tiktok,services,60155,52,LB,1.7817
10509.5,facebook,services,328301,15,SA,2.6871
3851.75,facebook,services,214687,43,SA,2.1332
15925.12,google,retail,69165,8,AE,3.5144
19216.46,google,retail,374170,57,AE,2.8954
14464.54,instagram,fnb,387936,47,JO,2.5766
18365.41,google,services,18346,41,AE,3.333
19685.29,instagram,fnb,101642,59,JO,2.2666
7105.81,instagram,services,185802,51,JO,2.1126
12800.65,tiktok,fnb,365954,52,AE,4.0075
9531.26,instagram,ecommerce,37941,8,SA,3.5944
19733.91,x,fnb,402987,4,EG,2.3655
1966.78,tiktok,ecommerce,160401,57,SA,3.189
8306.26,instagram,fnb,63537,17,SA,3.2408
17523.23,tiktok,fnb,431822,27,AE,4.0005
5752.62,google,services,44286,5,LB,1.7871
15777.08,instagram,fnb,65659,38,LB,2.8725
7717.38,x,retail,474836,49,AE,2.7504
19601.57,tiktok,fnb,260263,50,EG,3.0381
17682.24,google,ecommerce,232060,36,AE,4.2228
6096.28,x,retail,343991,40,LB,1.49
15426.84,tiktok,fnb,315487,32,AE,3.9586
6803.45,facebook,services,307166,28,SA,2.8639
12166.62,google,services,12606,34,AE,2.9635
13203.77,facebook,fnb,276315,56,AE,2.6128
16608.95,tiktok,retail,140076,17,LB,2.3876
586.57,x,retail,404027,29,AE,2.7404
4481.14,tiktok,fnb,253193,37,AE,3.5996
14267.16,google,ecommerce,62760,35,JO,3.1062
11314.11,tiktok,retail,443222,4,JO,2.6968
9962.54,instagram,ecommerce,142857,19,AE,4.0225
1198.68,instagram,services,136448,39,LB,1.6362
7030.69,tiktok,retail,468201,42,LB,2.6284
17315.49,facebook,fnb,387820,44,AE,3.6919
714.77,tiktok,retail,429899,59,SA,2.2534
7989.08,tiktok,ecommerce,331444,41,SA,3.7478
18908.45,x,services,455331,36,AE,2.8838
1112.53,facebook,fnb,58520,21,AE,2.4784
15019.14,x,fnb,300387,24,AE,2.8457
5226.49,tiktok,services,147394,50,SA,3.0654
17345.52,google,retail,199813,29,EG,2.832
14946.75,tiktok,fnb,119694,43,LB,2.3998
17725.53,instagram,retail,103313,10,SA,3.1845
4396.9,x,services,221821,10,EG,1.4721
10672.73,instagram,services,459226,15,EG,2.2564
15607.47,facebook,fnb,318031,14,SA,3.2484
4989.42,google,retail,175326,37,SA,2.7102
4691.85,google,fnb,217276,39,EG,2.0993
640.92,x,ecommerce,265387,34,AE,2.2832
19174.45,tiktok,retail,123023,19,SA,3.1081
14229.34,facebook,retail,261082,35,AE,3.0386
12747.65,facebook,retail,348243,9,SA,2.1518
14905.49,tiktok,ecommerce,122340,29,LB,2.5835
10679.1,instagram,retail,292651,11,AE,2.5713
9575.06,x,services,354476,7,LB,1.7646
9045.69,facebook,ecommerce,260137,12,AE,2.6623
12844.74,x,services,146689,9,SA,2.2948
4110.55,instagram,fnb,277655,30,SA,3.8745
17772.37,facebook,retail,396824,34,JO,2.6536
16253.87,instagram,retail,111728,37,LB,1.7104
7056.32,facebook,retail,287764,28,JO,2.1289
11614.33,tiktok,ecommerce,340535,13,AE,3.9018
2906.44,instagram,retail,161426,4,EG,1.836
19449.69,tiktok,retail,194362,43,EG,2.662
18067.56,tiktok,ecommerce,444540,59,JO,3.4302
18445.76,facebook,fnb,182370,19,LB,2.4715
6710.04,facebook,fnb,299517,14,JO,2.0631
3465.78,facebook,services,75717,20,LB,1.7874
4314.27,facebook,services,463063,15,JO,1.4155
1891.03,facebook,ecommerce,298821,15,EG,2.143
2490.2,instagram,fnb,380421,31,SA,2.848
1518.96,tiktok,services,301729,47,AE,2.7689
19797.48,instagram,ecommerce,178388,43,LB,2.6064
1573.75,instagram,fnb,170810,57,JO,1.9414
2737.59,tiktok,fnb,350903,23,EG,2.7866
16562.37,tiktok,ecommerce,430065,31,JO,3.3621
11646.78,instagram,retail,64694,24,EG,2.565
15510.9,instagram,retail,422883,5,JO,2.5347
12655.15,tiktok,services,415171,25,JO,2.5635
17655.28,facebook,ecommerce,55418,17,SA,3.3663
12805.5,tiktok,retail,54973,30,EG,2.8034
10490.29,x,ecommerce,347824,12,AE,2.9409
14283.72,instagram,ecommerce,421559,45,EG,2.9947
9003.12,facebook,ecommerce,197523,51,EG,2.6717
6986.67,google,fnb,320677,57,SA,2.5148
9406.28,facebook,fnb,499857,7,EG,2.9783
3477.31,facebook,services,162075,9,AE,2.001
15951.78,facebook,retail,113286,58,EG,1.8395
5288.01,x,ecommerce,495817,51,SA,2.3633
3155.28,x,services,140981,36,AE,2.632
5002.41,tiktok,fnb,236823,21,JO,2.6233
16857.2,google,services,221611,32,LB,1.9926
6671.01,google,services,262089,33,EG,2.0939
13752.39,google,services,135088,51,AE,2.7189
17142.55,tiktok,ecommerce,339833,33,AE,4.3217
1647.12,x,ecommerce,346304,4,LB,1.7923
15323.99,google,ecommerce,101078,42,LB,1.3985
6222.54,facebook,services,240973,47,LB,1.6806
4410.79,instagram,services,29622,19,JO,1.9285
13809.14,x,fnb,111218,9,JO,2.2381
18204.95,tiktok,retail,493621,11,SA,4.3236
5970.88,instagram,fnb,253680,50,LB,2.1427
11419.79,x,ecommerce,311741,28,JO,2.5507
5867.7,google,retail,444505,33,EG,2.0447
11130.28,tiktok,services,357157,57,SA,3.2522
12475.05,tiktok,retail,396405,6,JO,2.4756
12245.67,facebook,fnb,356313,14,SA,2.7085
12508.57,instagram,retail,249915,50,AE,2.9929
2788.09,tiktok,services,316653,33,EG,2.7422
13901.46,x,ecommerce,144957,4,SA,2.9057
13527.53,instagram,ecommerce,445317,43,EG,3.5846
13683.5,facebook,services,90763,10,EG,1.8132
1574.0,tiktok,retail,442166,47,JO,2.4365
8992.09,x,services,439313,48,AE,2.1299
8239.8,tiktok,retail,71997,49,LB,2.126
1825.56,instagram,fnb,355373,29,SA,3.1845
4525.12,google,services,494844,18,EG,2.4701
8875.16,google,services,286509,53,JO,2.023
14883.84,instagram,retail,170831,34,AE,2.9659
4817.54,x,ecommerce,439837,39,EG,2.4514
16612.02,tiktok,fnb,256765,10,JO,3.5841
10961.39,facebook,ecommerce,61723,38,JO,2.0782
15232.39,tiktok,services,125387,36,JO,1.8668
9503.86,x,services,341562,19,JO,1.9697
10033.97,instagram,services,228227,46,EG,2.1346
12432.42,tiktok,ecommerce,109139,10,AE,4.0375
18566.62,google,retail,399717,44,SA,3.2814
9887.07,google,services,61168,57,EG,1.762
10620.29,x,retail,110314,35,AE,2.3222
12079.74,facebook,fnb,233338,8,EG,2.3693
14776.55,tiktok,ecommerce,20722,34,SA,4.2463
1529.82,tiktok,ecommerce,194309,33,EG,2.7681
10362.18,facebook,fnb,455066,34,SA,2.6243
9683.67,google,fnb,470645,18,EG,2.4113
18441.53,facebook,services,436105,38,LB,2.0055
9920.78,tiktok,fnb,162665,18,EG,2.598
9419.58,instagram,retail,33370,34,JO,1.6866
19247.78,facebook,fnb,407636,36,JO,2.6158
9066.47,x,fnb,187285,39,JO,2.0915
3699.6,instagram,services,374664,48,AE,2.597
4416.63,instagram,ecommerce,60464,53,LB,2.1828
1994.23,x,services,334294,47,EG,1.5924
111.31,x,fnb,293607,48,LB,1.5381
8695.72,facebook,services,460279,52,AE,2.7042
15407.93,instagram,ecommerce,51863,16,EG,1.9916
14695.98,google,fnb,204554,19,SA,3.3796
739.77,google,fnb,494980,33,EG,2.3999
11442.66,x,retail,195445,29,EG,1.8757
3170.23,tiktok,ecommerce,329363,43,LB,2.5996
18827.42,facebook,ecommerce,81312,3,EG,2.7171
3430.56,x,retail,364474,10,SA,2.3112
12570.12,facebook,fnb,138605,45,SA,3.2808
6592.14,facebook,fnb,286538,49,SA,3.0669
12867.07,google,ecommerce,440008,20,SA,3.8923
8303.95,google,retail,330864,20,SA,3.0426
15216.9,facebook,retail,237716,35,AE,1.8957
4690.51,facebook,fnb,95836,30,AE,2.6642
18125.26,tiktok,services,171335,12,LB,2.0152
10054.17,instagram,retail,424788,31,AE,3.4593
15146.25,google,services,108839,49,AE,2.7482
17009.63,tiktok,services,328495,44,SA,3.5296
19976.69,tiktok,ecommerce,242995,49,JO,3.5538
4556.52,tiktok,retail,161117,39,LB,2.156
5809.16,instagram,retail,358616,53,AE,3.6848
5083.62,instagram,retail,181707,17,LB,2.2044
5331.14,google,ecommerce,144059,5,JO,2.0617
11690.65,tiktok,services,265097,9,EG,2.4367
19871.1,tiktok,services,379100,59,AE,3.0889
19806.53,tiktok,ecommerce,432205,39,SA,4.6384
10582.79,instagram,services,315264,17,EG,2.2069
12816.64,x,retail,331330,51,JO,1.713
17213.41,tiktok,services,393993,20,SA,3.5465
18665.38,google,services,135353,37,AE,2.7762
4156.83,x,retail,126203,17,EG,1.9686
10617.98,x,services,242508,8,EG,1.9903
16673.46,google,fnb,315883,18,EG,3.2806
6133.72,google,retail,323351,16,LB,2.064
8852.2,tiktok,fnb,77713,34,EG,3.1239
19713.86,google,fnb,390524,4,LB,2.099
19702.43,instagram,fnb,182534,16,JO,2.3171
18131.53,google,fnb,438767,35,JO,2.2924
15989.12,facebook,services,362455,25,SA,2.8294
5455.7,x,fnb,491488,39,EG,2.3653
6484.92,instagram,fnb,316202,40,LB,2.1693
10990.93,google,ecommerce,264220,58,JO,2.3155
11259.47,facebook,retail,94742,50,AE,2.4216
10159.51,facebook,fnb,199933,16,AE,3.3623
12769.74,x,retail,429312,42,EG,1.8633
8225.63,x,ecommerce,191632,38,JO,1.9685
15008.57,instagram,retail,27622,36,SA,2.3383
6737.64,facebook,ecommerce,123321,48,SA,2.6234
6680.47,x,retail,298012,11,SA,2.7367
2631.8,x,fnb,314925,24,AE,2.6568
3855.37,facebook,services,491926,49,SA,2.1016
17025.37,google,ecommerce,466993,53,JO,3.1002
8981.02,instagram,retail,266220,5,AE,2.9414
4634.57,google,retail,277701,29,EG,2.6729
15210.89,tiktok,ecommerce,400535,18,EG,4.196
11124.22,facebook,fnb,25274,12,JO,2.031
521.0,instagram,retail,297995,6,EG,1.6612
6395.59,tiktok,services,237526,33,JO,2.987
3622.33,google,retail,391761,41,EG,2.2736
13151.87,facebook,ecommerce,400377,33,JO,2.4966
5573.12,x,ecommerce,328141,23,EG,2.6272
1392.44,google,ecommerce,328983,46,JO,2.426
1193.21,x,fnb,345874,40,JO,1.981
11676.37,x,retail,290487,54,JO,1.5876
532.3,facebook,fnb,114677,22,SA,2.5149
16990.96,facebook,fnb,142977,16,EG,2.1237
3192.4,google,ecommerce,371168,28,JO,2.7889
12170.67,facebook,services,309565,31,AE,2.768
8949.29,facebook,ecommerce,119717,29,LB,2.3258
8912.75,tiktok,ecommerce,439051,50,JO,2.882
1528.76,x,services,490339,5,EG,1.5856
16074.77,google,retail,313414,33,SA,2.8127
17871.74,tiktok,retail,114665,27,EG,3.0397
319.23,facebook,retail,469201,15,LB,1.9615
3654.22,instagram,services,119105,39,SA,2.3626
18087.69,google,retail,216799,48,AE,3.2222
11034.92,facebook,ecommerce,429477,34,AE,3.6838
3085.79,tiktok,retail,260818,7,JO,2.3209
4135.53,facebook,ecommerce,122249,7,SA,2.3373
13233.73,instagram,services,40970,27,LB,1.6897
14523.85,instagram,retail,181090,41,AE,2.8668
12028.59,google,retail,336372,20,AE,2.4886
19067.65,x,fnb,357605,20,JO,2.6859
9931.87,facebook,fnb,112247,52,AE,2.8287
6075.41,google,fnb,80215,3,AE,2.9569
9596.93,google,services,351024,7,AE,2.1857
7257.36,x,retail,80376,11,LB,1.2535
4565.88,x,retail,33062,59,EG,1.4387
1014.67,facebook,services,243692,31,SA,2.6927
7109.03,google,ecommerce,285884,12,SA,3.2443
14257.05,tiktok,fnb,122604,20,AE,4.4052
466.91,facebook,ecommerce,106398,58,EG,1.688
8839.65,instagram,fnb,118593,42,LB,2.2556
12915.79,x,fnb,172070,15,JO,2.3875
12247.04,tiktok,retail,5610,16,SA,2.7877
15555.3,instagram,fnb,6866,7,AE,2.7762
16229.34,instagram,fnb,185854,47,SA,3.855
14262.95,x,services,10931,10,JO,1.5363
2145.67,instagram,retail,159807,19,LB,2.2682
9552.95,facebook,retail,290875,22,SA,2.6108
12107.78,tiktok,fnb,16546,38,SA,3.6985
4986.76,x,retail,309294,37,JO,1.7952
946.78,facebook,retail,310995,48,SA,2.266
4549.45,instagram,services,287093,19,EG,2.3623
9152.4,tiktok,ecommerce,313700,24,EG,3.1839
8337.21,facebook,services,404808,25,JO,2.046
3615.67,google,retail,36329,5,AE,2.3576
16505.87,instagram,ecommerce,85244,45,EG,3.0885
18521.16,facebook,services,159203,33,AE,2.6715
4106.83,instagram,services,344369,30,JO,1.7662
18598.5,x,retail,436529,59,JO,1.4341
455.43,x,services,459413,13,AE,1.6322
18506.75,tiktok,retail,291501,58,SA,3.4556
19043.38,tiktok,services,205646,41,JO,2.1211
339.83,x,retail,206575,15,LB,1.4789
15284.08,facebook,ecommerce,30852,41,EG,2.333
19407.01,google,retail,233085,46,JO,2.2335
18127.45,google,services,256909,23,JO,2.4816
19417.13,google,retail,104931,22,LB,2.2901
11051.44,instagram,services,384208,50,EG,1.5333
1655.31,google,fnb,406128,12,EG,2.2766
17010.81,google,ecommerce,151707,3,LB,2.6714
12315.18,x,services,457088,40,EG,2.2685
12333.26,facebook,fnb,54442,54,EG,2.4208
8403.35,google,retail,455421,31,JO,1.9486
11479.66,x,services,384272,10,LB,1.6634
3156.24,instagram,fnb,112743,33,JO,1.8286
14821.42,google,retail,325432,17,SA,3.8198
1592.84,facebook,services,156059,50,AE,2.3396
14622.64,google,retail,400066,37,AE,3.3683
16994.67,google,retail,81150,22,EG,2.4795
9502.13,facebook,retail,123210,38,JO,2.2364
10245.62,facebook,fnb,154293,41,AE,3.3317
6313.06,google,retail,100639,41,JO,2.2642
19392.23,instagram,retail,167069,23,EG,2.8216
14689.18,tiktok,fnb,301689,35,LB,2.6582
7442.87,facebook,retail,316919,5,SA,2.8735
3578.67,x,retail,277412,26,JO,1.9323
4469.63,tiktok,fnb,95633,24,LB,2.3933
9332.05,x,retail,102019,33,LB,1.5797
18857.11,facebook,ecommerce,459779,57,LB,2.6128
14709.51,instagram,fnb,126417,57,SA,3.6571
4383.35,google,ecommerce,52446,30,LB,2.0109
17205.27,google,ecommerce,227540,39,JO,2.6661
7626.19,google,ecommerce,4432,9,LB,2.1377
17049.27,x,services,171984,30,LB,1.8244
4909.82,x,fnb,427617,42,AE,2.4442
12411.35,facebook,services,134427,41,EG,2.3878
18540.74,instagram,retail,352181,57,JO,2.4021
5232.09,x,ecommerce,245416,29,AE,3.1083
13889.24,tiktok,fnb,178324,54,SA,4.1358
19747.52,x,retail,331126,58,EG,1.7764
3096.91,tiktok,retail,298154,35,EG,2.4352
1859.21,facebook,retail,159798,8,LB,1.4017
13516.48,tiktok,retail,112548,24,JO,2.551
6860.75,x,services,458493,46,JO,1.3713
1517.77,google,retail,85026,36,EG,2.0679
9558.58,facebook,ecommerce,479790,56,SA,3.1912
15100.04,instagram,fnb,236103,49,AE,3.3109
5773.94,x,services,498375,6,JO,1.7066
6767.43,x,fnb,177240,52,JO,1.9361
16929.42,google,retail,283188,23,SA,2.8208
10449.43,facebook,retail,307999,49,EG,2.1019
